ent_id,etype,month,p50,p_deficit,drivers,action
107,dairy_shg,2026-05-01,-4611.938012379841,0.920358126331036,mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
53,kharif_farmer,2026-02-01,-4277.225217195066,0.920113077254918,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
159,kirana_trader,2026-06-01,-6663.818421985777,0.9196572771957093,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
11,kharif_farmer,2026-01-01,-9471.89458791579,0.9192905209684432,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
28,kharif_farmer,2026-04-01,-4529.444611972996,0.9183156722864889,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
20,kharif_farmer,2026-01-01,-6861.953507402275,0.9173659700898169,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
48,kharif_farmer,2026-04-01,-4131.967160936068,0.9167749359497999,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
49,kharif_farmer,2026-05-01,-3216.9673476217044,0.9163698854812299,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
73,dairy_shg,2026-05-01,-4703.2463503512645,0.9154940666211866,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
177,kirana_trader,2026-01-01,-7053.363171118715,0.9145462034832259,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
88,dairy_shg,2026-05-01,-4203.085365319646,0.9145346106823864,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
93,dairy_shg,2026-05-01,-4515.873907857148,0.91412422429587,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
33,kharif_farmer,2026-01-01,-6737.475581933923,0.9136940979126602,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
136,kirana_trader,2026-05-01,-7015.632296191713,0.9125472025254764,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
44,kharif_farmer,2026-04-01,-6362.123503796305,0.9116580898595014,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
134,kirana_trader,2026-05-01,-7241.045901389197,0.91111116679888,mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
41,kharif_farmer,2026-04-01,-5705.963027756428,0.9103170775384135,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
38,kharif_farmer,2026-04-01,-4593.653349391078,0.9102264901052766,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
163,kirana_trader,2026-06-01,-3762.7575845707465,0.9101248970113309,rainfall deficit last month; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
103,dairy_shg,2026-05-01,-4499.037558541818,0.9095432575399336,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
59,kharif_farmer,2026-03-01,-6690.449272242068,0.9086888493107108,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
136,kirana_trader,2026-06-01,-7899.983039993653,0.9083421581664226,monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
29,kharif_farmer,2026-03-01,-4833.930801055996,0.9073637169952021,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
1,kharif_farmer,2026-01-01,-5245.032798633764,0.9073526805583749,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
35,kharif_farmer,2026-01-01,-2098.104576197537,0.9068825699912624,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
42,kharif_farmer,2026-01-01,-7126.114618689388,0.9053237568086342,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
43,kharif_farmer,2026-04-01,-4825.024863805847,0.9045024440442291,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
60,kharif_farmer,2026-04-01,-3964.273042233226,0.903842034173429,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
23,kharif_farmer,2026-04-01,-4417.092790762686,0.903680947177512,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
8,kharif_farmer,2026-03-01,-2502.964880518823,0.9022818991718378,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
134,kirana_trader,2026-01-01,-7700.978976326182,0.9019300375365993,mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
176,kirana_trader,2026-02-01,-8370.84727748294,0.9013527119540535,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
116,dairy_shg,2026-05-01,-4242.851516098343,0.8990228234446862,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
104,dairy_shg,2026-01-01,-7262.6864259091,0.8977103613180129,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
8,kharif_farmer,2026-04-01,-3886.790700667861,0.8965035474934797,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
18,kharif_farmer,2026-01-01,-3721.736147634977,0.8955224120161062,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
53,kharif_farmer,2026-03-01,-3699.267380270574,0.8946649016232623,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
79,dairy_shg,2026-03-01,-3035.153395017528,0.8938033136288379,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
6,kharif_farmer,2026-02-01,-3362.703722068636,0.8905567087070891,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
109,dairy_shg,2026-05-01,-4338.44766385997,0.8886926763845678,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
15,kharif_farmer,2026-01-01,-4717.809239584203,0.8882685970853076,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
44,kharif_farmer,2026-03-01,-5585.048268246657,0.8877979576267583,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
41,kharif_farmer,2026-02-01,-6149.236057135925,0.8870583774972722,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
35,kharif_farmer,2026-04-01,-3560.9946702122493,0.8859947885734893,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
176,kirana_trader,2026-03-01,-8785.432186263513,0.8853075353388,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
42,kharif_farmer,2026-03-01,-5436.474642296347,0.8851140581920266,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
2,kharif_farmer,2026-04-01,-3701.0114018827758,0.8845028897593297,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
52,kharif_farmer,2026-04-01,-4059.8508467446513,0.8827602835481838,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
46,kharif_farmer,2026-04-01,-3815.743861198897,0.8806367756375539,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
65,dairy_shg,2026-05-01,-3821.854751165428,0.8799802151731748,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
45,kharif_farmer,2026-04-01,-6000.210181919301,0.8796069824607213,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
59,kharif_farmer,2026-01-01,-8614.096164759945,0.8791350348865907,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
15,kharif_farmer,2026-04-01,-4369.8946418957385,0.8783591685919212,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
45,kharif_farmer,2026-05-01,-6894.4283356340575,0.8781422935584164,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
45,kharif_farmer,2026-02-01,-5653.449865014474,0.877154977719173,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
163,kirana_trader,2026-01-01,-3684.1853635468437,0.8742745720681608,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
69,dairy_shg,2026-05-01,-3759.525394989201,0.8720378738660118,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
90,dairy_shg,2026-06-01,-3693.4096912006135,0.870880457013514,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
156,kirana_trader,2026-05-01,-5355.24062376444,0.8707878591273993,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
159,kirana_trader,2026-05-01,-5101.550239509855,0.8692121972134543,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
110,dairy_shg,2026-03-01,-2942.216241594002,0.8690072643003245,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
44,kharif_farmer,2026-01-01,-6127.590752176432,0.8687995284351373,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
47,kharif_farmer,2026-03-01,-2641.756141701437,0.8680237052921432,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
95,dairy_shg,2026-01-01,-4259.441091345209,0.8670981087300869,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
52,kharif_farmer,2026-02-01,-3883.067842753478,0.8669852577730062,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
100,dairy_shg,2026-06-01,-4085.166851860782,0.8667660585889478,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
58,kharif_farmer,2026-03-01,-6756.171566916549,0.8660368179777895,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
62,dairy_shg,2026-03-01,-3907.020064050037,0.8660052560353606,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
175,kirana_trader,2026-01-01,-6655.170561033128,0.8658400436599343,repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
25,kharif_farmer,2026-02-01,-3308.0654955512323,0.8644658125045986,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
143,kirana_trader,2026-06-01,-8052.0365825213885,0.8633816809439381,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
173,kirana_trader,2026-01-01,-6016.314697834075,0.8632515001677312,repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
32,kharif_farmer,2026-02-01,-3867.2556238516213,0.8626537727963703,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
67,dairy_shg,2026-06-01,-3060.668511659102,0.8610295184167294,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
89,dairy_shg,2026-05-01,-3270.0547017996787,0.8588875130504228,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
114,dairy_shg,2026-03-01,-4012.765735162004,0.8586504456982862,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
178,kirana_trader,2026-01-01,-4965.319912217844,0.8577249169029673,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
15,kharif_farmer,2026-03-01,-2970.4558688639954,0.857036833400123,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
120,dairy_shg,2026-05-01,-3103.1452305289476,0.8567346688498445,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
10,kharif_farmer,2026-04-01,-3184.6401021855017,0.854575672363306,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
57,kharif_farmer,2026-01-01,-2545.569383996955,0.8514195700740634,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
6,kharif_farmer,2026-04-01,-3358.650466851039,0.851392438803768,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
15,kharif_farmer,2026-02-01,-4082.8507711013076,0.8495057541466933,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
127,kirana_trader,2026-01-01,-5335.325765729422,0.8489038248648115,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
94,dairy_shg,2026-05-01,-3073.4428018665144,0.8480632243807231,repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
111,dairy_shg,2026-05-01,-3681.6149023192766,0.8471323068558303,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
112,dairy_shg,2026-03-01,-3125.7415059191876,0.8455543971805948,rainfall deficit last month; mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
59,kharif_farmer,2026-04-01,-6704.034886994006,0.8435854732696535,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
8,kharif_farmer,2026-02-01,-2906.6643356958275,0.8423377520151719,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
98,dairy_shg,2026-05-01,-2974.07378844838,0.8421340215037112,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
47,kharif_farmer,2026-02-01,-2948.350341381287,0.8418772197062401,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
121,kirana_trader,2026-04-01,-5251.792130318902,0.8407066210849239,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
25,kharif_farmer,2026-04-01,-3197.357554773421,0.8400627071043121,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
9,kharif_farmer,2026-01-01,-6838.670098162173,0.8399533452338315,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
119,dairy_shg,2026-05-01,-3416.8207134105105,0.8390733267877033,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
58,kharif_farmer,2026-04-01,-5687.486645391367,0.8381551285392137,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
169,kirana_trader,2026-01-01,-6155.573022902621,0.8379830273369675,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
114,dairy_shg,2026-04-01,-3680.2776627323765,0.8360803834159004,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
56,kharif_farmer,2026-02-01,-5179.767927427353,0.8319489081665103,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
100,dairy_shg,2026-05-01,-3507.2671761434467,0.8306208218394375,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
32,kharif_farmer,2026-04-01,-3112.0848197651626,0.8304793540405982,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
158,kirana_trader,2026-06-01,-3914.714219499022,0.8302955841641317,monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
53,kharif_farmer,2026-04-01,-3217.3448372457765,0.8283331845862623,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
132,kirana_trader,2026-06-01,-4445.0797956973065,0.8268660789469966,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
47,kharif_farmer,2026-04-01,-3276.3774842613393,0.8261450006389734,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
32,kharif_farmer,2026-03-01,-2761.749045050626,0.824130731006232,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
45,kharif_farmer,2026-03-01,-4859.317362179356,0.8217345597719494,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
43,kharif_farmer,2026-03-01,-3614.9761451168242,0.8187528789576146,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
8,kharif_farmer,2026-01-01,-1820.753919204486,0.8157814902666817,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
79,dairy_shg,2026-04-01,-2876.3140589457053,0.8148190949881834,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
66,dairy_shg,2026-05-01,-2438.8063791369573,0.8147959204973763,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
115,dairy_shg,2026-05-01,-2439.935794617136,0.8139968667975519,mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
143,kirana_trader,2026-05-01,-6521.581053057673,0.8137850533343176,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
170,kirana_trader,2026-01-01,-5208.239830994925,0.8119125994127168,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
112,dairy_shg,2026-04-01,-2548.616933274057,0.8118691489787666,rainfall deficit last month; mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
90,dairy_shg,2026-05-01,-3276.5748761628206,0.8116833546043893,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
99,dairy_shg,2026-01-01,-4152.3074275839335,0.8088813947668573,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
48,kharif_farmer,2026-01-01,-2126.06495815613,0.8088318904442096,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
50,kharif_farmer,2026-01-01,-2526.467146070649,0.8074822517436429,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
138,kirana_trader,2026-01-01,-4768.712347848385,0.8059797702068289,repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
74,dairy_shg,2026-04-01,-2850.541453948456,0.8048968238318768,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
56,kharif_farmer,2026-03-01,-4967.04661711818,0.8034808562763797,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
134,kirana_trader,2026-03-01,-6429.597440694464,0.8034640117610454,mandi price falling; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
62,dairy_shg,2026-04-01,-3159.490037670179,0.8030534424838951,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
70,dairy_shg,2026-05-01,-2858.4460466689025,0.8008665613079318,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
177,kirana_trader,2026-02-01,-5172.711959264599,0.799803159618501,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
180,kirana_trader,2026-01-01,-3640.4675479048683,0.7994817857688675,seasonal pattern,Watch-list; verify via next SHG meeting
49,kharif_farmer,2026-02-01,-2901.583328213739,0.7994706163717263,rainfall deficit last month; missed SHG deposits,Watch-list; verify via next SHG meeting
165,kirana_trader,2026-06-01,-4386.152020967006,0.7988800619757654,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
122,kirana_trader,2026-06-01,-3122.1552232406143,0.7988366556573613,UPI inflows declining; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
25,kharif_farmer,2026-01-01,-1859.710005603571,0.7967832316908865,missed SHG deposits,Watch-list; verify via next SHG meeting
6,kharif_farmer,2026-01-01,-1801.4321493947514,0.7924518391288253,rainfall deficit last month; missed SHG deposits,Watch-list; verify via next SHG meeting
163,kirana_trader,2026-05-01,-2644.369391743739,0.7906981810172173,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
105,dairy_shg,2026-05-01,-2642.3057808255794,0.789584756212365,seasonal pattern,Watch-list; verify via next SHG meeting
110,dairy_shg,2026-04-01,-2562.420003853804,0.787452362323424,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
169,kirana_trader,2026-06-01,-4868.313332733815,0.7865739027441051,rainfall deficit last month; monsoon input-cost season,Watch-list; verify via next SHG meeting
140,kirana_trader,2026-01-01,-4626.85920444215,0.7855753443659619,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
21,kharif_farmer,2026-01-01,-1975.2750828021012,0.7850782585982972,missed SHG deposits,Watch-list; verify via next SHG meeting
146,kirana_trader,2026-01-01,-3706.17583581925,0.7840201044550951,seasonal pattern,Watch-list; verify via next SHG meeting
161,kirana_trader,2026-06-01,-3294.074746315689,0.7821028348440353,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
26,kharif_farmer,2026-01-01,-1479.1322667674672,0.7802554336168834,missed SHG deposits,Watch-list; verify via next SHG meeting
175,kirana_trader,2026-02-01,-4733.329050261431,0.7784166088748605,repeated recent deficits,Watch-list; verify via next SHG meeting
45,kharif_farmer,2026-01-01,-4252.8077768450485,0.7782322250227698,seasonal pattern,Watch-list; verify via next SHG meeting
81,dairy_shg,2026-06-01,-2072.324337510955,0.7773626333776296,repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
143,kirana_trader,2026-01-01,-4313.804494764801,0.7765592147575086,missed SHG deposits,Watch-list; verify via next SHG meeting
153,kirana_trader,2026-01-01,-3895.1176561388434,0.7750700264373431,missed SHG deposits,Watch-list; verify via next SHG meeting
140,kirana_trader,2026-03-01,-5864.694032553671,0.7748511444619509,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
135,kirana_trader,2026-01-01,-3211.5683383840096,0.7746691550816537,missed SHG deposits,Watch-list; verify via next SHG meeting
41,kharif_farmer,2026-01-01,-3030.815269758176,0.7724184975752029,seasonal pattern,Watch-list; verify via next SHG meeting
153,kirana_trader,2026-06-01,-4210.222827080637,0.7720619140866462,missed SHG deposits; monsoon input-cost season,Watch-list; verify via next SHG meeting
106,dairy_shg,2026-05-01,-2020.1226555617318,0.7716222732898546,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
99,dairy_shg,2026-04-01,-3966.660937972083,0.7707016879773527,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
170,kirana_trader,2026-02-01,-4941.537891738354,0.767941095611082,seasonal pattern,Watch-list; verify via next SHG meeting
138,kirana_trader,2026-06-01,-4144.082850627412,0.7678530402699393,repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
113,dairy_shg,2026-05-01,-1694.2306199394257,0.7659948754574866,rainfall deficit last month; UPI inflows declining; repeated recent deficits,Watch-list; verify via next SHG meeting
134,kirana_trader,2026-02-01,-5281.668109178162,0.7639696179736293,mandi price falling; missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
49,kharif_farmer,2026-03-01,-2132.2733192817045,0.7626039558823359,rainfall deficit last month; missed SHG deposits,Watch-list; verify via next SHG meeting
138,kirana_trader,2026-02-01,-5435.123696304058,0.7607210535647613,repeated recent deficits,Watch-list; verify via next SHG meeting
56,kharif_farmer,2026-04-01,-4164.859484765179,0.7594340192753928,missed SHG deposits,Watch-list; verify via next SHG meeting
164,kirana_trader,2026-02-01,-4454.888332059343,0.7590234519757244,missed SHG deposits,Watch-list; verify via next SHG meeting
160,kirana_trader,2026-06-01,-3568.9246019811835,0.7560824064680945,monsoon input-cost season,Watch-list; verify via next SHG meeting
121,kirana_trader,2026-03-01,-4540.224852862189,0.7544437669202921,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
153,kirana_trader,2026-02-01,-4681.751967116035,0.7544145215580033,missed SHG deposits,Watch-list; verify via next SHG meeting
169,kirana_trader,2026-02-01,-4486.123323872386,0.7542810090446346,rainfall deficit last month,Watch-list; verify via next SHG meeting
126,kirana_trader,2026-06-01,-2829.8243543204962,0.7531217869128352,monsoon input-cost season,Watch-list; verify via next SHG meeting
114,dairy_shg,2026-02-01,-3069.44322316007,0.7516378446735348,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
173,kirana_trader,2026-06-01,-4319.153095967531,0.747527198642892,repeated recent deficits; monsoon input-cost season,Watch-list; verify via next SHG meeting
143,kirana_trader,2026-02-01,-4691.764545940402,0.7469059545967783,missed SHG deposits,Watch-list; verify via next SHG meeting
140,kirana_trader,2026-02-01,-5040.944828072492,0.7465124284841294,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
165,kirana_trader,2026-02-01,-4245.612519537082,0.746191344798015,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
154,kirana_trader,2026-06-01,-3368.1449401408786,0.7460851377147056,monsoon input-cost season,Watch-list; verify via next SHG meeting
136,kirana_trader,2026-02-01,-4773.174951776634,0.74565445009739,seasonal pattern,Watch-list; verify via next SHG meeting
74,dairy_shg,2026-03-01,-1799.8750836344768,0.7438572594463362,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
99,dairy_shg,2026-03-01,-3002.5315000472433,0.7426078741247577,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
151,kirana_trader,2026-02-01,-4134.198521917529,0.7416100257043683,seasonal pattern,Watch-list; verify via next SHG meeting
10,kharif_farmer,2026-01-01,-1467.3869964405487,0.7415324831331445,seasonal pattern,Watch-list; verify via next SHG meeting
62,dairy_shg,2026-02-01,-2586.717535474926,0.7388065205613114,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
118,dairy_shg,2026-04-01,-3225.9931847995977,0.7376921976982515,repeated recent deficits,Watch-list; verify via next SHG meeting
121,kirana_trader,2026-02-01,-4786.289938468555,0.7367905381978344,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
169,kirana_trader,2026-05-01,-3238.239176230721,0.7355466082909247,rainfall deficit last month,Watch-list; verify via next SHG meeting
78,dairy_shg,2026-04-01,-2704.3480293515354,0.734441619755193,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
159,kirana_trader,2026-03-01,-4023.578385182455,0.7339281995797053,missed SHG deposits,Watch-list; verify via next SHG meeting
160,kirana_trader,2026-02-01,-3910.8754513433555,0.7326650852430387,seasonal pattern,Watch-list; verify via next SHG meeting
171,kirana_trader,2026-02-01,-3900.4685085024194,0.7318335994891995,mandi price falling,Watch-list; verify via next SHG meeting
144,kirana_trader,2026-06-01,-3311.936616255086,0.7301771512033418,missed SHG deposits; monsoon input-cost season,Watch-list; verify via next SHG meeting
171,kirana_trader,2026-06-01,-3785.3992977202315,0.7296708290237273,mandi price falling; monsoon input-cost season,Watch-list; verify via next SHG meeting
173,kirana_trader,2026-02-01,-4154.881843744677,0.7270425357192591,repeated recent deficits,Watch-list; verify via next SHG meeting
146,kirana_trader,2026-06-01,-3099.6784040155117,0.7268726367994506,monsoon input-cost season,Watch-list; verify via next SHG meeting
131,kirana_trader,2026-02-01,-4026.797568817069,0.7262808100562074,seasonal pattern,Watch-list; verify via next SHG meeting
159,kirana_trader,2026-02-01,-3901.7868006659933,0.723833261215318,missed SHG deposits,Watch-list; verify via next SHG meeting
129,kirana_trader,2026-06-01,-2270.7063052805897,0.7235333038447047,monsoon input-cost season,Watch-list; verify via next SHG meeting
127,kirana_trader,2026-02-01,-3656.720776134994,0.7229698547629245,seasonal pattern,Watch-list; verify via next SHG meeting
164,kirana_trader,2026-06-01,-3615.355532210502,0.7224735111905437,missed SHG deposits; monsoon input-cost season,Watch-list; verify via next SHG meeting
165,kirana_trader,2026-05-01,-2720.3665850327725,0.720554862585564,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
174,kirana_trader,2026-01-01,-2396.700025157756,0.7198828268878746,missed SHG deposits,Watch-list; verify via next SHG meeting
132,kirana_trader,2026-05-01,-2541.6156368420156,0.7183369124898686,missed SHG deposits,Watch-list; verify via next SHG meeting
118,dairy_shg,2026-03-01,-3056.8790791390634,0.7181870628044845,repeated recent deficits,Watch-list; verify via next SHG meeting
137,kirana_trader,2026-06-01,-2801.212895344604,0.7176168614936516,mandi price falling; monsoon input-cost season,Watch-list; verify via next SHG meeting
95,dairy_shg,2026-04-01,-2555.286233382324,0.7166014716810859,seasonal pattern,Watch-list; verify via next SHG meeting
64,dairy_shg,2026-02-01,-4280.407906148948,0.7163865248506076,missed SHG deposits; repeated recent deficits,Watch-list; verify via next SHG meeting
